_id,location_name,address,year,year_stage,suspected_non_fatal_overdoses
1,45 The Esplanade,45 The Esplanade,2021,Q1,5
2,45 The Esplanade,45 The Esplanade,2021,Q2,14
3,45 The Esplanade,45 The Esplanade,2021,Q3,46
4,45 The Esplanade,45 The Esplanade,2021,Q4,33
5,45 The Esplanade,45 The Esplanade,2022,Q1,22
6,45 The Esplanade,45 The Esplanade,2022,Q2,14
7,45 The Esplanade,45 The Esplanade,2022,Q3,9
8,45 The Esplanade,45 The Esplanade,2022,Q4,8
9,Adelaide Resource Centre for Women,67 Adelaide St E,2022,Q1,< 5
10,Adelaide Resource Centre for Women,67 Adelaide St E,2022,Q2,< 5
11,Adelaide Resource Centre for Women,67 Adelaide St E,2022,Q3,0
12,Adelaide Resource Centre for Women,67 Adelaide St E,2022,Q4,0
13,Adelaide Resource Centre for Women,67 Adelaide St E,2023,Q1,NA
14,Adelaide Resource Centre for Women,67 Adelaide St E,2023,Q2,NA
15,Adelaide Resource Centre for Women,67 Adelaide St E,2023,Q3,NA
16,Adelaide Resource Centre for Women,67 Adelaide St E,2023,Q4,< 5
17,Christie Refugee Welcome Centre,43 Christie St,2021,Q1,0
18,Christie Refugee Welcome Centre,43 Christie St,2021,Q2,< 5
19,Christie Refugee Welcome Centre,43 Christie St,2021,Q3,0
20,Christie Refugee Welcome Centre,43 Christie St,2021,Q4,0
21,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2018,Q1,NA
22,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2018,Q2,< 5
23,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2018,Q3,NA
24,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2018,Q4,NA
25,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2020,Q1,NA
26,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2020,Q2,NA
27,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2020,Q3,NA
28,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2020,Q4,< 5
29,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2021,Q1,10
30,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2021,Q2,8
31,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2021,Q3,< 5
32,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2021,Q4,0
33,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2022,Q1,0
34,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2022,Q2,< 5
35,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2022,Q3,< 5
36,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2022,Q4,< 5
37,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2024,Q3,< 5
38,CONC Men's Shelter Bloor St W,850 Bloor St W,2020,Q1,NA
39,CONC Men's Shelter Bloor St W,850 Bloor St W,2020,Q2,NA
40,CONC Men's Shelter Bloor St W,850 Bloor St W,2020,Q3,NA
41,CONC Men's Shelter Bloor St W,850 Bloor St W,2020,Q4,< 5
42,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2019,Q1,NA
43,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2019,Q2,< 5
44,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2019,Q3,NA
45,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2019,Q4,NA
46,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2020,Q1,< 5
47,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2020,Q2,NA
48,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2020,Q3,NA
49,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2020,Q4,< 5
50,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2021,Q1,< 5
51,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2021,Q2,< 5
52,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2021,Q3,0
53,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2021,Q4,0
54,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2023,Q1,< 5
55,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2023,Q2,0
56,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2023,Q3,0
57,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2023,Q4,0
58,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2024,Q1,< 5
59,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2024,Q2,0
60,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2024,Q3,< 5
61,CONC West End Hotel Program,14 Roncesvalles Ave,2020,Q1,NA
62,CONC West End Hotel Program,14 Roncesvalles Ave,2020,Q2,NA
63,CONC West End Hotel Program,14 Roncesvalles Ave,2020,Q3,NA
64,CONC West End Hotel Program,14 Roncesvalles Ave,2020,Q4,< 5
65,Cornerstone Place,616 Vaughan Rd,2018,Q1,NA
66,Cornerstone Place,616 Vaughan Rd,2018,Q2,< 5
67,Cornerstone Place,616 Vaughan Rd,2018,Q3,NA
68,Cornerstone Place,616 Vaughan Rd,2018,Q4,NA
69,Cornerstone Place,616 Vaughan Rd,2019,Q1,< 5
70,Cornerstone Place,616 Vaughan Rd,2019,Q2,NA
71,Cornerstone Place,616 Vaughan Rd,2019,Q3,NA
72,Cornerstone Place,616 Vaughan Rd,2019,Q4,NA
73,COSTI Uptown Hotel Program,55 Hallcrown Pl,2020,Q1,NA
74,COSTI Uptown Hotel Program,55 Hallcrown Pl,2020,Q2,NA
75,COSTI Uptown Hotel Program,55 Hallcrown Pl,2020,Q3,NA
76,COSTI Uptown Hotel Program,55 Hallcrown Pl,2020,Q4,< 5
77,COSTI Uptown Hotel Program,55 Hallcrown Pl,2021,Q1,NA
78,COSTI Uptown Hotel Program,55 Hallcrown Pl,2021,Q2,NA
79,COSTI Uptown Hotel Program,55 Hallcrown Pl,2021,Q3,NA
80,COSTI Uptown Hotel Program,55 Hallcrown Pl,2021,Q4,< 5
81,Metro Hall,55 John St,2023,Q1,< 5
82,Metro Hall,55 John St,2023,Q2,< 5
83,Metro Hall,55 John St,2023,Q3,NA
84,COSTI/SSHA Etobicoke Hotel Program,1677 Wilson Ave,2021,Q1,21
85,COSTI/SSHA Etobicoke Hotel Program,1677 Wilson Ave,2021,Q2,16
86,COSTI/SSHA Etobicoke Hotel Program,1677 Wilson Ave,2021,Q3,10
87,COSTI/SSHA Etobicoke Hotel Program,1677 Wilson Ave,2021,Q4,13
88,SSHA North York West Hotel Program,1677 Wilson Ave,2022,Q1,9
89,SSHA North York West Hotel Program,1677 Wilson Ave,2022,Q2,8
90,SSHA North York West Hotel Program,1677 Wilson Ave,2022,Q3,5
91,SSHA North York West Hotel Program,1677 Wilson Ave,2022,Q4,8
92,SSHA North York West Hotel Program,1677 Wilson Ave,2023,Q1,10
93,SSHA North York West Hotel Program,1677 Wilson Ave,2023,Q2,20
94,SSHA North York West Hotel Program,1677 Wilson Ave,2023,Q3,15
95,SSHA North York West Hotel Program,1677 Wilson Ave,2023,Q4,14
96,TSSS North York West Hotel Program,1677 Wilson Ave,2024,Q1,8
97,TSSS North York West Hotel Program,1677 Wilson Ave,2024,Q2,7
98,TSSS North York West Hotel Program,1677 Wilson Ave,2024,Q3,< 5
99,Covenant House Gerrard St E,20 Gerrard St E,2018,Q1,< 5
100,Covenant House Gerrard St E,20 Gerrard St E,2018,Q2,< 5
101,Covenant House Gerrard St E,20 Gerrard St E,2018,Q3,< 5
102,Covenant House Gerrard St E,20 Gerrard St E,2018,Q4,< 5
103,Covenant House Gerrard St E,20 Gerrard St E,2019,Q1,< 5
104,Covenant House Gerrard St E,20 Gerrard St E,2019,Q2,< 5
105,Covenant House Gerrard St E,20 Gerrard St E,2019,Q3,NA
106,Covenant House Gerrard St E,20 Gerrard St E,2019,Q4,NA
107,Covenant House Gerrard St E,20 Gerrard St E,2020,Q1,NA
108,Covenant House Gerrard St E,20 Gerrard St E,2020,Q2,NA
109,Covenant House Gerrard St E,20 Gerrard St E,2020,Q3,NA
110,Covenant House Gerrard St E,20 Gerrard St E,2020,Q4,< 5
111,Covenant House Gerrard St E,20 Gerrard St E,2021,Q1,< 5
112,Covenant House Gerrard St E,20 Gerrard St E,2021,Q2,< 5
113,Covenant House Gerrard St E,20 Gerrard St E,2021,Q3,< 5
114,Covenant House Gerrard St E,20 Gerrard St E,2021,Q4,< 5
115,Covenant House Gerrard St E,20 Gerrard St E,2022,Q1,< 5
116,Covenant House Gerrard St E,20 Gerrard St E,2022,Q2,0
117,Covenant House Gerrard St E,20 Gerrard St E,2022,Q3,0
118,Covenant House Gerrard St E,20 Gerrard St E,2022,Q4,< 5
119,Covenant House Gerrard St E,20 Gerrard St E,2023,Q1,< 5
120,Covenant House Gerrard St E,20 Gerrard St E,2023,Q2,< 5
121,Covenant House Gerrard St E,20 Gerrard St E,2023,Q3,< 5
122,Covenant House Gerrard St E,20 Gerrard St E,2023,Q4,< 5
123,Covenant House Gerrard St E,20 Gerrard St E,2024,Q1,< 5
124,Covenant House McGill St,21 Mcgill St,2021,Q1,NA
125,Covenant House McGill St,21 Mcgill St,2021,Q2,NA
126,Covenant House McGill St,21 Mcgill St,2021,Q3,NA
127,Covenant House McGill St,21 Mcgill St,2021,Q4,< 5
128,Covenant House McGill St,21 Mcgill St,2024,Q1,< 5
129,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2019,Q1,NA
130,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2019,Q2,< 5
131,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2019,Q3,< 5
132,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2019,Q4,< 5
133,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2020,Q1,8
134,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2020,Q2,< 5
135,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2020,Q3,< 5
136,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2020,Q4,< 5
137,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2021,Q1,< 5
138,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2021,Q2,5
139,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2021,Q3,< 5
140,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2021,Q4,< 5
141,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2022,Q1,< 5
142,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2022,Q2,< 5
143,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2022,Q3,< 5
144,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2022,Q4,< 5
145,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2023,Q1,5
146,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2023,Q2,< 5
147,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2023,Q3,< 5
148,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2023,Q4,8
149,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2024,Q1,6
150,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2024,Q2,6
151,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2024,Q3,< 5
152,Dixon Hall 354 George St Shelter,354 George St,2021,Q1,5
153,Dixon Hall 354 George St Shelter,354 George St,2021,Q2,< 5
154,Dixon Hall 354 George St Shelter,354 George St,2021,Q3,5
155,Dixon Hall 354 George St Shelter,354 George St,2021,Q4,7
156,Dixon Hall 354 George St,354 George St,2022,Q1,< 5
157,Dixon Hall 354 George St Shelter,354 George St,2022,Q2,< 5
158,Dixon Hall 354 George St Shelter,354 George St,2022,Q3,5
159,Dixon Hall 354 George St Shelter,354 George St,2022,Q4,6
160,Dixon Hall 354 George St Shelter,354 George St,2023,Q1,< 5
161,Dixon Hall 354 George St Shelter,354 George St,2023,Q2,< 5
162,Dixon Hall 354 George St Shelter,354 George St,2023,Q3,< 5
163,Dixon Hall 354 George St Shelter,354 George St,2023,Q4,0
164,Dixon Hall 354 George St Shelter,354 George St,2024,Q1,< 5
165,Dixon Hall 354 George St Shelter,354 George St,2024,Q2,< 5
166,Dixon Hall 354 George St Shelter,354 George St,2024,Q3,< 5
167,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2020,Q1,NA
168,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2020,Q2,NA
169,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2020,Q3,< 5
170,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2020,Q4,17
171,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2021,Q1,17
172,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2021,Q2,13
173,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2021,Q3,36
174,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2021,Q4,43
175,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2022,Q1,12
176,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2022,Q2,11
177,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2022,Q3,6
178,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2022,Q4,< 5
179,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2023,Q1,< 5
180,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2023,Q2,10
181,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2023,Q3,10
182,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2023,Q4,5
183,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2024,Q1,< 5
184,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2024,Q2,< 5
185,Etobicoke Hotel Site 1,66 Norfinch Dr,2023,Q1,< 5
186,Etobicoke Hotel Site 1,66 Norfinch Dr,2023,Q2,< 5
187,Etobicoke Hotel Site 1,66 Norfinch Dr,2023,Q3,5
188,Etobicoke Hotel Site 1,66 Norfinch Dr,2023,Q4,0
189,Dixon Hall Downtown Hotel,56 Yonge St,2020,Q1,NA
190,Dixon Hall Downtown Hotel,56 Yonge St,2020,Q2,NA
191,Dixon Hall Downtown Hotel,56 Yonge St,2020,Q3,< 5
192,Dixon Hall Downtown Hotel,56 Yonge St,2020,Q4,8
193,Dixon Hall Downtown Hotel,56 Yonge St,2021,Q1,< 5
194,Dixon Hall Downtown Hotel,56 Yonge St,2021,Q2,< 5
195,Dixon Hall Downtown Hotel,56 Yonge St,2021,Q3,9
196,Dixon Hall Downtown Hotel,56 Yonge St,2021,Q4,7
197,Dixon Hall Downtown Hotel,56 Yonge St,2022,Q1,< 5
198,Dixon Hall Downtown Hotel,56 Yonge St,2022,Q2,< 5
199,Dixon Hall Downtown Hotel,56 Yonge St,2022,Q3,< 5
200,Dixon Hall Downtown Hotel,56 Yonge St,2022,Q4,0
201,Dixon Hall Downtown Hotel,56 Yonge St,2023,Q1,< 5
202,Dixon Hall Downtown Hotel,56 Yonge St,2023,Q2,NA
203,Dixon Hall Downtown Hotel,56 Yonge St,2023,Q3,NA
204,Dixon Hall Downtown Hotel,56 Yonge St,2023,Q4,NA
205,Dixon Hall Eastminster United OOTC,310 Danforth Ave,2019,Q1,< 5
206,Dixon Hall Eastminster United OOTC,310 Danforth Ave,2019,Q2,NA
207,Dixon Hall Eastminster United OOTC,310 Danforth Ave,2019,Q3,NA
208,Dixon Hall Eastminster United OOTC,310 Danforth Ave,2019,Q4,NA
209,Dixon Hall Evangel Hall OOTC,552 Adelaide St W,2018,Q1,NA
210,Dixon Hall Evangel Hall OOTC,552 Adelaide St W,2018,Q2,NA
211,Dixon Hall Evangel Hall OOTC,552 Adelaide St W,2018,Q3,< 5
212,Dixon Hall Evangel Hall OOTC,552 Adelaide St W,2018,Q4,< 5
213,Dixon Hall Heyworth House,2714 Danforth Ave,2018,Q1,NA
214,Dixon Hall Heyworth House,2714 Danforth Ave,2018,Q2,NA
215,Dixon Hall Heyworth House,2714 Danforth Ave,2018,Q3,NA
216,Dixon Hall Heyworth House,2714 Danforth Ave,2018,Q4,< 5
217,Dixon Hall Heyworth House,2714 Danforth Ave,2019,Q1,< 5
218,Dixon Hall Heyworth House,2714 Danforth Ave,2019,Q2,NA
219,Dixon Hall Heyworth House,2714 Danforth Ave,2019,Q3,NA
220,Dixon Hall Heyworth House,2714 Danforth Ave,2019,Q4,NA
221,Dixon Hall Heyworth House,2714 Danforth Ave,2020,Q1,< 5
222,Dixon Hall Heyworth House,2714 Danforth Ave,2020,Q2,< 5
223,Dixon Hall Heyworth House,2714 Danforth Ave,2020,Q3,< 5
224,Dixon Hall Heyworth House,2714 Danforth Ave,2020,Q4,< 5
225,Dixon Hall Heyworth House,2714 Danforth Ave,2021,Q1,0
226,Dixon Hall Heyworth House,2714 Danforth Ave,2021,Q2,< 5
227,Dixon Hall Heyworth House,2714 Danforth Ave,2021,Q3,< 5
228,Dixon Hall Heyworth House,2714 Danforth Ave,2021,Q4,8
229,Dixon Hall Heyworth House,2714 Danforth Ave,2022,Q1,5
230,Dixon Hall Heyworth House,2714 Danforth Ave,2022,Q2,< 5
231,Dixon Hall Heyworth House,2714 Danforth Ave,2022,Q3,< 5
232,Dixon Hall Heyworth House,2714 Danforth Ave,2022,Q4,0
233,Dixon Hall Heyworth House,2714 Danforth Ave,2023,Q1,< 5
234,Dixon Hall Heyworth House,2714 Danforth Ave,2023,Q2,0
235,Dixon Hall Heyworth House,2714 Danforth Ave,2023,Q3,0
236,Dixon Hall Heyworth House,2714 Danforth Ave,2023,Q4,< 5
237,Dixon Hall Heyworth House,2714 Danforth Ave,2024,Q1,< 5
238,Dixon Hall Heyworth House,2714 Danforth Ave,2024,Q2,< 5
239,Dixon Hall Heyworth House,2714 Danforth Ave,2024,Q3,< 5
240,Dixon Hall Schoolhouse,349 George St,2018,Q1,NA
241,Dixon Hall Schoolhouse,349 George St,2018,Q2,NA
242,Dixon Hall Schoolhouse,349 George St,2018,Q3,< 5
243,Dixon Hall Schoolhouse,349 George St,2018,Q4,< 5
244,Dixon Hall Schoolhouse,349 George St,2020,Q1,NA
245,Dixon Hall Schoolhouse,349 George St,2020,Q2,NA
246,Dixon Hall Schoolhouse,349 George St,2020,Q3,NA
247,Dixon Hall Schoolhouse,349 George St,2020,Q4,< 5
248,Dixon Hall Schoolhouse,349 George St,2021,Q1,0
249,Dixon Hall Schoolhouse,349 George St,2021,Q2,5
250,Dixon Hall Schoolhouse,349 George St,2021,Q3,< 5
251,Dixon Hall Schoolhouse,349 George St,2021,Q4,< 5
252,Dixon Hall Schoolhouse,349 George St,2022,Q1,< 5
253,Dixon Hall Schoolhouse,349 George St,2022,Q2,< 5
254,Dixon Hall Schoolhouse,349 George St,2022,Q3,0
255,Dixon Hall Schoolhouse,349 George St,2022,Q4,NA
256,Dixon Hall Schoolhouse,349 George St,2023,Q1,NA
257,Dixon Hall Schoolhouse,349 George St,2023,Q2,< 5
258,Dixon Hall Schoolhouse,349 George St,2023,Q3,< 5
259,Dixon Hall Schoolhouse,349 George St,2023,Q4,0
260,Dixon Hall St. Margaret's OOTC,156 Sixth St,2019,Q1,< 5
261,Dixon Hall St. Margaret's OOTC,156 Sixth St,2019,Q2,NA
262,Dixon Hall St. Margaret's OOTC,156 Sixth St,2019,Q3,NA
263,Dixon Hall St. Margaret's OOTC,156 Sixth St,2019,Q4,NA
264,Dixon Hall St. Matthew's OOTC,3962 Bloor St W,2019,Q1,NA
265,Dixon Hall St. Matthew's OOTC,3962 Bloor St W,2019,Q2,NA
266,Dixon Hall St. Matthew's OOTC,3962 Bloor St W,2019,Q3,NA
267,Dixon Hall St. Matthew's OOTC,3962 Bloor St W,2019,Q4,< 5
268,Driftwood CC,4401 Jane St,2020,Q1,NA
269,Driftwood CC,4401 Jane St,2020,Q2,< 5
270,Driftwood CC,4401 Jane St,2020,Q3,NA
271,Driftwood CC,4401 Jane St,2020,Q4,NA
272,Eva's Phoenix,60 Brant St,2019,Q1,< 5
273,Eva's Phoenix,60 Brant St,2019,Q2,NA
274,Eva's Phoenix,60 Brant St,2019,Q3,NA
275,Eva's Phoenix,60 Brant St,2019,Q4,NA
276,Eva's Place,360 Lesmill Rd,2018,Q1,NA
277,Eva's Place,360 Lesmill Rd,2018,Q2,NA
278,Eva's Place,360 Lesmill Rd,2018,Q3,< 5
279,Eva's Place,360 Lesmill Rd,2018,Q4,NA
280,Eva's Place,360 Lesmill Rd,2019,Q1,< 5
281,Eva's Place,360 Lesmill Rd,2019,Q2,< 5
282,Eva's Place,360 Lesmill Rd,2019,Q3,< 5
283,Eva's Place,360 Lesmill Rd,2019,Q4,NA
284,Eva's Place,360 Lesmill Rd,2021,Q1,0
285,Eva's Place,360 Lesmill Rd,2021,Q2,< 5
286,Eva's Place,360 Lesmill Rd,2021,Q3,0
287,Eva's Place,360 Lesmill Rd,2021,Q4,< 5
288,Eva's Place,360 Lesmill Rd,2022,Q1,< 5
289,Eva's Place,360 Lesmill Rd,2022,Q2,0
290,Eva's Place,360 Lesmill Rd,2022,Q3,0
291,Eva's Place,360 Lesmill Rd,2022,Q4,0
292,Eva's Satellite,25 Canterbury Pl,2018,Q1,NA
293,Eva's Satellite,25 Canterbury Pl,2018,Q2,< 5
294,Eva's Satellite,25 Canterbury Pl,2018,Q3,< 5
295,Eva's Satellite,25 Canterbury Pl,2018,Q4,NA
296,Eva's Satellite,25 Canterbury Pl,2020,Q1,< 5
297,Eva's Satellite,25 Canterbury Pl,2020,Q2,< 5
298,Eva's Satellite,25 Canterbury Pl,2020,Q3,NA
299,Eva's Satellite,25 Canterbury Pl,2020,Q4,NA
300,Eva's Satellite,25 Canterbury Pl,2021,Q1,< 5
301,Eva's Satellite,25 Canterbury Pl,2021,Q2,< 5
302,Eva's Satellite,25 Canterbury Pl,2021,Q3,0
303,Eva's Satellite,25 Canterbury Pl,2021,Q4,< 5
304,Fife House Sherbourne St,490 Sherbourne St,2020,Q1,NA
305,Fife House Sherbourne St,490 Sherbourne St,2020,Q2,< 5
306,Fife House Sherbourne St,490 Sherbourne St,2020,Q3,< 5
