_id,location_name,address,year,year_stage,suspected_non_fatal_overdoses
307,Fife House Sherbourne St,490 Sherbourne St,2020,Q4,< 5
308,Fife House Sherbourne St,490 Sherbourne St,2021,Q1,< 5
309,Fife House Sherbourne St,490 Sherbourne St,2021,Q2,< 5
310,Fife House Sherbourne St,490 Sherbourne St,2021,Q3,0
311,Fife House Sherbourne St,490 Sherbourne St,2021,Q4,0
312,Fife House Sherbourne St,490 Sherbourne St,2022,Q1,< 5
313,Fife House Sherbourne St,490 Sherbourne St,2022,Q2,0
314,Fife House Sherbourne St,490 Sherbourne St,2022,Q3,0
315,Fife House Sherbourne St,490 Sherbourne St,2022,Q4,< 5
316,Fife House Sherbourne St,490 Sherbourne St,2023,Q1,NA
317,Fife House Sherbourne St,490 Sherbourne St,2023,Q2,NA
318,Fife House Sherbourne St,490 Sherbourne St,2023,Q3,< 5
319,Fife House Sherbourne St,490 Sherbourne St,2023,Q4,0
320,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2020,Q1,< 5
321,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2020,Q2,< 5
322,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2020,Q3,< 5
323,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2020,Q4,11
324,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2021,Q1,< 5
325,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2021,Q2,< 5
326,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2021,Q3,6
327,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2021,Q4,6
328,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2022,Q1,< 5
329,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2022,Q2,< 5
330,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2022,Q3,< 5
331,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2022,Q4,< 5
332,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2023,Q1,NA
333,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2023,Q2,5
334,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2023,Q3,8
335,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2023,Q4,< 5
336,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2024,Q1,5
337,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2024,Q2,10
338,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2024,Q3,< 5
339,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2018,Q1,< 5
340,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2018,Q2,< 5
341,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2018,Q3,< 5
342,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2018,Q4,< 5
343,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2019,Q1,< 5
344,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2019,Q2,< 5
345,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2019,Q3,NA
346,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2019,Q4,NA
347,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2020,Q1,< 5
348,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2020,Q2,< 5
349,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2020,Q3,< 5
350,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2020,Q4,< 5
351,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2021,Q1,6
352,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2021,Q2,0
353,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2021,Q3,< 5
354,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2021,Q4,5
355,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2022,Q1,0
356,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2022,Q2,< 5
357,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2022,Q3,0
358,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2022,Q4,0
359,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2023,Q1,< 5
360,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2023,Q2,< 5
361,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2023,Q3,0
362,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2023,Q4,< 5
363,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2018,Q1,< 5
364,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2018,Q2,NA
365,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2018,Q3,NA
366,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2018,Q4,NA
367,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2019,Q1,< 5
368,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2019,Q2,< 5
369,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2019,Q3,< 5
370,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2019,Q4,< 5
371,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2020,Q1,9
372,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2020,Q2,NA
373,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2020,Q3,< 5
374,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2020,Q4,NA
375,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2021,Q1,NA
376,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2021,Q2,NA
377,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2021,Q3,< 5
378,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2021,Q4,< 5
379,Fred Victor Centre Women's Shelter,86 Lombard St,2020,Q1,< 5
380,Fred Victor Centre Women's Shelter,86 Lombard St,2020,Q2,NA
381,Fred Victor Centre Women's Shelter,86 Lombard St,2020,Q3,NA
382,Fred Victor Centre Women's Shelter,86 Lombard St,2020,Q4,NA
383,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2020,Q1,NA
384,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2020,Q2,NA
385,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2020,Q3,< 5
386,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2020,Q4,12
387,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2021,Q1,7
388,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2021,Q2,13
389,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2021,Q3,10
390,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2021,Q4,< 5
391,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2022,Q1,8
392,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2022,Q2,< 5
393,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2022,Q3,< 5
394,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2022,Q4,< 5
395,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2023,Q1,< 5
396,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2023,Q2,< 5
397,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2023,Q3,5
398,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2023,Q4,6
399,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2024,Q1,5
400,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2024,Q2,< 5
401,Friends of Ruby,NA,2024,Q1,NA
402,Friends of Ruby,NA,2024,Q2,< 5
403,Good Shepherd Centre   ,412 Queen St E,2018,Q1,< 5
404,Good Shepherd Centre   ,412 Queen St E,2018,Q2,NA
405,Good Shepherd Centre   ,412 Queen St E,2018,Q3,< 5
406,Good Shepherd Centre   ,412 Queen St E,2018,Q4,< 5
407,Good Shepherd Centre   ,412 Queen St E,2019,Q1,< 5
408,Good Shepherd Centre   ,412 Queen St E,2019,Q2,< 5
409,Good Shepherd Centre   ,412 Queen St E,2019,Q3,< 5
410,Good Shepherd Centre   ,412 Queen St E,2019,Q4,< 5
411,Good Shepherd Centre   ,412 Queen St E,2020,Q1,NA
412,Good Shepherd Centre   ,412 Queen St E,2020,Q2,< 5
413,Good Shepherd Centre   ,412 Queen St E,2020,Q3,< 5
414,Good Shepherd Centre   ,412 Queen St E,2020,Q4,< 5
415,Good Shepherd Centre   ,412 Queen St E,2021,Q1,< 5
416,Good Shepherd Centre   ,412 Queen St E,2021,Q2,5
417,Good Shepherd Centre   ,412 Queen St E,2021,Q3,7
418,Good Shepherd Centre   ,412 Queen St E,2021,Q4,< 5
419,Good Shepherd Centre   ,412 Queen St E,2022,Q1,0
420,Good Shepherd Centre   ,412 Queen St E,2022,Q2,< 5
421,Good Shepherd Centre   ,412 Queen St E,2022,Q3,0
422,Good Shepherd Centre   ,412 Queen St E,2022,Q4,< 5
423,Good Shepherd Centre   ,412 Queen St E,2023,Q1,NA
424,Good Shepherd Centre   ,412 Queen St E,2023,Q2,NA
425,Good Shepherd Centre   ,412 Queen St E,2023,Q3,< 5
426,Good Shepherd Centre   ,412 Queen St E,2023,Q4,0
427,Good Shepherd Centre   ,412 Queen St E,2024,Q1,< 5
428,Good Shepherd Centre   ,412 Queen St E,2024,Q2,7
429,Good Shepherd Centre   ,412 Queen St E,2024,Q3,< 5
430,Good Shepherd Centre West End Hotel Program,335 Jarvis St,2020,Q1,NA
431,Good Shepherd Centre West End Hotel Program,335 Jarvis St,2020,Q2,< 5
432,Good Shepherd Centre West End Hotel Program,335 Jarvis St,2020,Q3,< 5
433,Good Shepherd Centre West End Hotel Program,335 Jarvis St,2020,Q4,NA
434,Good Shepherd Centre West End Hotel Program,335 Jarvis St,2021,Q1,NA
435,Good Shepherd Centre West End Hotel Program,335 Jarvis St,2021,Q2,NA
436,Good Shepherd Centre West End Hotel Program,335 Jarvis St,2021,Q3,< 5
437,Good Shepherd Centre West End Hotel Program,335 Jarvis St,2021,Q4,0
438,Good Shepherd Centre West End Hotel Program,335 Jarvis St,2024,Q1,0
439,Good Shepherd Centre West End Hotel Program,335 Jarvis St,2024,Q2,< 5
440,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2021,Q1,NA
441,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2021,Q2,NA
442,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2021,Q3,13
443,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2021,Q4,8
444,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2022,Q1,5
445,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2022,Q2,< 5
446,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2022,Q3,< 5
447,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2022,Q4,0
448,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2023,Q1,< 5
449,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2023,Q2,0
450,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2023,Q3,< 5
451,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2023,Q4,< 5
452,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2024,Q1,< 5
453,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2024,Q2,< 5
454,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2024,Q3,< 5
455,HFS 195 Princes' Blvd ,195 Princes' Blvd,2018,Q1,8
456,HFS 195 Princes' Blvd ,195 Princes' Blvd,2018,Q2,7
457,HFS 195 Princes' Blvd ,195 Princes' Blvd,2018,Q3,NA
458,HFS 195 Princes' Blvd ,195 Princes' Blvd,2018,Q4,NA
459,HFS 195 Princes' Blvd ,195 Princes' Blvd,2020,Q1,NA
460,HFS 195 Princes' Blvd ,195 Princes' Blvd,2020,Q2,NA
461,HFS 195 Princes' Blvd ,195 Princes' Blvd,2020,Q3,NA
462,HFS 195 Princes' Blvd ,195 Princes' Blvd,2020,Q4,9
463,HFS 195 Princes' Blvd ,195 Princes' Blvd,2021,Q1,41
464,HFS 195 Princes' Blvd ,195 Princes' Blvd,2021,Q2,15
465,HFS 195 Princes' Blvd ,195 Princes' Blvd,2021,Q3,24
466,HFS 195 Princes' Blvd ,195 Princes' Blvd,2021,Q4,45
467,HFS 195 Princes' Blvd ,195 Princes' Blvd,2022,Q1,51
468,HFS 195 Princes' Blvd ,195 Princes' Blvd,2022,Q2,0
469,HFS 195 Princes' Blvd ,195 Princes' Blvd,2022,Q3,NA
470,HFS 195 Princes' Blvd ,195 Princes' Blvd,2022,Q4,0
471,HFS 195 Princes' Blvd ,195 Princes' Blvd,2023,Q1,NA
472,HFS 195 Princes' Blvd ,195 Princes' Blvd,2023,Q2,NA
473,HFS 195 Princes' Blvd ,195 Princes' Blvd,2023,Q3,NA
474,HFS 195 Princes' Blvd ,195 Princes' Blvd,2023,Q4,5
475,HFS 195 Princes' Blvd ,195 Princes' Blvd,2024,Q1,42
476,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2018,Q1,NA
477,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2018,Q2,NA
478,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2018,Q3,< 5
479,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2018,Q4,19
480,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2019,Q1,26
481,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2019,Q2,15
482,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2019,Q3,10
483,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2019,Q4,15
484,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2020,Q1,39
485,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2020,Q2,32
486,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2020,Q3,22
487,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2020,Q4,47
488,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2021,Q1,30
489,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2021,Q2,37
490,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2021,Q3,42
491,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2021,Q4,38
492,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2022,Q1,28
493,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2022,Q2,12
494,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2022,Q3,8
495,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2022,Q4,40
496,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2023,Q1,25
497,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2023,Q2,30
498,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2023,Q3,12
499,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2023,Q4,5
500,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2024,Q1,23
501,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2024,Q2,27
502,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2024,Q3,< 5
503,HFS Downtown Hotel Program,60 York St,2022,Q1,< 5
504,HFS Downtown Hotel Program,60 York St,2022,Q2,< 5
505,HFS Downtown Hotel Program,60 York St,2022,Q3,0
506,HFS Downtown Hotel Program,60 York St,2022,Q4,< 5
507,HFS Downtown Hotel Program,60 York St,2023,Q1,< 5
508,HFS Downtown Hotel Program,60 York St,2023,Q2,0
509,HFS Downtown Hotel Program,60 York St,2023,Q3,< 5
510,HFS Downtown Hotel Program,60 York St,2023,Q4,0
511,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2018,Q1,< 5
512,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2018,Q2,NA
513,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2018,Q3,NA
514,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2018,Q4,< 5
515,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2019,Q1,< 5
516,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2019,Q2,< 5
517,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2019,Q3,NA
518,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2019,Q4,NA
519,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2020,Q1,< 5
520,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2020,Q2,< 5
521,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2020,Q3,< 5
522,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2020,Q4,< 5
523,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2021,Q1,< 5
524,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2021,Q2,0
525,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2021,Q3,0
526,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2021,Q4,0
527,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2022,Q1,< 5
528,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2022,Q2,< 5
529,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2022,Q3,< 5
530,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2022,Q4,0
531,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2023,Q1,< 5
532,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2023,Q2,0
533,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2023,Q3,0
534,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2023,Q4,0
535,HFS Placer,101 Placer Ct,2022,Q1,5
536,HFS Placer,101 Placer Ct,2022,Q2,< 5
537,HFS Placer,101 Placer Ct,2022,Q3,< 5
538,HFS Placer,101 Placer Ct,2022,Q4,< 5
539,HFS Placer,101 Placer Ct,2023,Q1,0
540,HFS Placer,101 Placer Ct,2023,Q2,< 5
541,HFS Placer,101 Placer Ct,2023,Q3,< 5
542,HFS Placer,101 Placer Ct,2023,Q4,< 5
543,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2018,Q1,< 5
544,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2018,Q2,6
545,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2018,Q3,< 5
546,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2018,Q4,< 5
547,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2019,Q1,< 5
548,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2019,Q2,< 5
549,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2019,Q3,NA
550,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2019,Q4,< 5
551,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2020,Q1,7
552,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2020,Q2,< 5
553,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2020,Q3,< 5
554,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2020,Q4,< 5
555,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2021,Q1,< 5
556,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2021,Q2,0
557,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2021,Q3,6
558,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2021,Q4,< 5
559,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2022,Q1,< 5
560,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2022,Q2,12
561,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2022,Q3,0
562,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2022,Q4,0
563,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2023,Q1,< 5
564,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2023,Q2,< 5
565,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2023,Q3,0
566,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2023,Q4,0
567,HFS Strachan House,805A Wellington St W,2018,Q1,< 5
568,HFS Strachan House,805A Wellington St W,2018,Q2,< 5
569,HFS Strachan House,805A Wellington St W,2018,Q3,< 5
570,HFS Strachan House,805A Wellington St W,2018,Q4,< 5
571,HFS Strachan House,805A Wellington St W,2019,Q1,5
572,HFS Strachan House,805A Wellington St W,2019,Q2,9
573,HFS Strachan House,805A Wellington St W,2019,Q3,5
574,HFS Strachan House,805A Wellington St W,2019,Q4,< 5
575,HFS Strachan House,805A Wellington St W,2020,Q1,5
576,HFS Strachan House,805A Wellington St W,2020,Q2,7
577,HFS Strachan House,805A Wellington St W,2020,Q3,10
578,HFS Strachan House,805A Wellington St W,2020,Q4,10
579,HFS Strachan House,805A Wellington St W,2021,Q1,11
580,HFS Strachan House,805A Wellington St W,2021,Q2,< 5
581,HFS Strachan House,805A Wellington St W,2021,Q3,6
582,HFS Strachan House,805A Wellington St W,2021,Q4,11
583,HFS Strachan House,805A Wellington St W,2022,Q1,< 5
584,HFS Willowdale Centre,5800 Yonge St,2020,Q1,NA
585,HFS Willowdale Centre,5800 Yonge St,2020,Q2,NA
586,HFS Willowdale Centre,5800 Yonge St,2020,Q3,6
587,HFS Willowdale Centre,5800 Yonge St,2020,Q4,< 5
588,HFS Willowdale Centre,5800 Yonge St,2021,Q1,27
589,HFS Willowdale Centre,5800 Yonge St,2021,Q2,31
590,HFS Willowdale Centre,5800 Yonge St,2021,Q3,28
591,HFS Willowdale Centre,5800 Yonge St,2021,Q4,13
592,HFS Willowdale Centre,5800 Yonge St,2022,Q1,19
593,HFS Willowdale Centre,5800 Yonge St,2022,Q2,34
594,HFS Willowdale Centre,5800 Yonge St,2022,Q3,20
595,HFS Willowdale Centre,5800 Yonge St,2022,Q4,17
